ego_distance,ego_angle,ego_speed,ego_orientation,goal_distance,goal_angle,obj_initial_distance,obj_initial_angle,obj_initial_orientation,obj_initial_speed,obj_final_distance,obj_final_angle,relevance
26.332616146704822,2,2.164523911716209,3,4.520285990102938,0,92.99480292757495,0,1,6.15898,28.339179900681696,0,0.0
32.672618781856194,0,10.644650571553097,1,80.64117190969499,1,37.787477635392655,2,3,7.03767,35.62094694720089,0,0.0
23.801011228823878,2,11.01474655010576,3,86.48289023935546,0,142.4893778081756,2,3,9.67493,40.780490036648665,2,0.0
35.855061870660606,1,7.788078238783322,0,42.446720316378915,0,154.31787637807258,1,0,1.47517,138.66537634298547,1,0.0
41.21005406125669,2,12.366709810107817,3,83.20306970903907,1,20.46079283696503,0,1,11.94801,87.7117463367393,2,0.0
42.65359418181426,0,13.08452349979894,1,95.18602606782004,1,50.83595782454876,1,2,4.10742,93.62810327230814,1,1.775761847241921
33.91400139873353,2,7.090783569091524,3,37.14903610888863,0,51.046188866470736,2,3,9.89362,68.80425355863545,0,0.0
44.74866370334874,2,9.274512080993428,3,48.67421816738476,1,7.815994663508921,2,3,5.73957,50.39163125574322,0,0.9386233238699884
25.02827705338508,0,11.542861586473077,1,97.30764806477974,1,151.24487746402818,1,0,4.46294,104.10701438448467,1,0.0
19.980958153972498,2,2.639436799203298,3,10.91890529837068,1,120.14560636023151,2,3,1.67125,102.82978371308674,2,0.0
27.593030427847175,2,3.160731649490156,3,4.8090105080924115,0,10.46929375167683,1,0,2.75353,20.858178872732385,2,0.0
17.75640699791768,0,11.087667036074672,1,93.22538246170907,2,19.90029454575234,0,3,3.32162,54.793915904831046,0,0.0
45.505914238244905,1,7.840176003812456,0,33.33317351449528,0,76.31700956229156,1,0,1.85427,57.08361115301044,1,0.0
17.281555811407728,2,11.188193696321266,3,94.77147865069631,0,153.48112108471256,1,0,7.29388,76.65240424931234,1,0.0
44.52389131675825,2,3.4659641384244306,3,10.15945801581001,2,91.0475810910427,1,2,3.88376,132.05518321868513,1,0.0
